UID,Titulo,Dueño,UID del dueño,Etapa de publicación,Público,Estado de aprobación,Origen,Tipo,Categoría,Etiqueta,url,API,Fecha de creación (UTC),Fecha de última actualización de datos (UTC),Dominio,Recurso Derivado,Vistas,Descargas,Número de Filas,Número de Columnas,Correo Electrónico de Contacto,Licencia,Atribución,Enlace de Atribución,Nombre del Recurso Publicado,UID del Recurso Publicado,UID del conjunto de datos superior,Common Core: Publisher,Información de Datos: Fecha Emisión (dd/mm/aaaa),Common Core: Contact Name,Common Core: Language,Common Core: Contact Email,Common Core: License,Common Core: Issued,Información de la Entidad: Sector,Common Core: References,Información de la Entidad: Nombre de la Entidad,Common Core: Public Access Level,Common Core: Bureau Code,Common Core: Described By,Common Core: Update Frequency,Información de Datos: URL Normativa,Información de la Entidad: Departamento,Información de la Entidad: Autor,Información de la Entidad: Orden,Common Core: Program Code,Common Core: Last Update,Common Core: Homepage,Common Core: Unique Identifier,Información de la Entidad: Área o dependecia,Información de Datos: Fecha Emisión (aaaa mm dd),Información de la Entidad: Área o dependencia,Información de la Entidad: Municipio,Common Core: Geographic Coverage,Información de Datos: Frecuencia de Actualización,Información de Datos: Idioma,Common Core: Theme,Información de Datos: Cobertura Geográfica,Información de Datos: URL Documentación
prt6-8t9a,Kioscos Vive Digital,Ministerio TIC Oficina TI Gestión de Informacion,cw5t-ib5h,published,public,approved,official,dataset,,,https://www.datos.gov.co/d/prt6-8t9a,https://www.datos.gov.co/resource/prt6-8t9a.json,07/16/2019 03:08:32 PM,12/16/2019 02:58:36 PM,www.datos.gov.co,false,1953,567,6816,46,,,,https://www.datos.gov.co/d/prt6-8t9a,,,,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2019-07-10,Dirección de Infraestructura,Bogotá D.C.,,No aplica,Español,,Nacional,
czax-xs8k,hogares  ultima  milla Flandes,AlcaldiaFlandes,8n2d-uzyz,published,public,approved,official,chart,"Ciencia, Tecnología e Innovación",,https://www.datos.gov.co/d/czax-xs8k,https://www.datos.gov.co/resource/czax-xs8k.json,11/02/2022 04:24:47 PM,02/21/2023 03:42:41 PM,www.datos.gov.co,true,43,1,,,,Creative Commons Attribution 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,https://colombiatic.mintic.gov.co,,,yud7-wutv,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,27/01/2020,Dirección de infraestructura,Bogotá D.C.,,Mensual,Español,,Nacional,
v8aw-jabd,Conjuntos de Datos Abiertos Estratégicos Nacional para la Hoja de Ruta 2021 - 2022,Ministerio de Tecnologías de la Información y las Comunicaciones,r4qn-dwdd,published,public,approved,official,dataset,"Ciencia, Tecnología e Innovación","datos abiertos,pida,hoja de ruta",https://www.datos.gov.co/d/v8aw-jabd,https://www.datos.gov.co/resource/v8aw-jabd.json,07/08/2021 09:24:06 PM,01/06/2023 10:37:57 PM,www.datos.gov.co,false,2250,268,93,13,datosabiertos@mintic.gov.co,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,https://www.datos.gov.co/d/v8aw-jabd,,,,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,https://bit.ly/DocHojaRuta,Bogotá D.C.,,Nacional,,,,,,2021-07-02,Dirección de Gobierno en línea ,Bogotá D.C.,,Mensual,Español,,Nacional,https://bit.ly/DocHojaRuta
gwei-eiiw,Zonas Wi-Fi,Ministerio TIC Oficina TI Gestión de Informacion,cw5t-ib5h,published,public,approved,official,dataset,"Ciencia, Tecnología e Innovación","dispositivo,zona,conexión.,inalámbrica,wifi,internet",https://www.datos.gov.co/d/gwei-eiiw,https://www.datos.gov.co/resource/gwei-eiiw.json,05/22/2018 09:17:36 PM,04/13/2021 09:38:33 PM,www.datos.gov.co,false,3072,475,1719,14,aruiz@mintic.gov.co,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,https://www.datos.gov.co/d/gwei-eiiw,,,,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2018-04-30,Dirección de Promoción de TIC,Bogotá D.C.,,No aplica,Español,,Nacional,
ug2e-3vi8,Crea Digital,Ministerio TIC Oficina TI Gestión de Informacion,cw5t-ib5h,published,public,approved,official,dataset,"Ciencia, Tecnología e Innovación",,https://www.datos.gov.co/d/ug2e-3vi8,https://www.datos.gov.co/resource/ug2e-3vi8.json,12/10/2020 09:05:18 PM,05/17/2022 10:39:22 PM,www.datos.gov.co,false,473,75,207,12,jbonilla@mintic.gov.co,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,https://www.datos.gov.co/d/ug2e-3vi8,,,,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2021-01-15,Dirección de Economía Digital,Bogotá D.C.,,Mensual,Español,,Nacional,
6k5k-73b5,Diagnóstico de conjuntos de datos del Programa Interamericano de Datos Abiertos de lucha contra la corrupción - PIDA,Ministerio de Tecnologías de la Información y las Comunicaciones,r4qn-dwdd,published,private,not_ready,official,dataset,"Ciencia, Tecnología e Innovación","pida,corrupcion,aga",https://www.datos.gov.co/d/6k5k-73b5,https://www.datos.gov.co/resource/6k5k-73b5.json,06/17/2019 05:20:29 PM,06/25/2019 03:05:06 PM,www.datos.gov.co,false,890,114,30,8,datosabiertos@mintic.gov.co,Creative Commons Attribution | Share Alike 4.0 International,Ministerio TIC,,,,,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2019/06/17,Dirección de Gobierno Digital,Bogotá D.C.,,No aplica,Español,,Nacional,https://docs.google.com/document/d/182USj4La896XgMZ-LTw7A3HYbA5i7aP0p2JLBL8a-24/edit#
qujx-puz6,Comentarios Campaña #SomosSuperTransporte,urnadecristal,e6y4-a8hd,published,private,not_ready,official,dataset,Participación ciudadana,,https://www.datos.gov.co/d/qujx-puz6,https://www.datos.gov.co/resource/qujx-puz6.json,11/06/2019 07:25:23 PM,11/06/2019 07:29:15 PM,www.datos.gov.co,false,29,9,77,6,,Open Data Commons Public Domain Dedication and License,Urna de Cristal,,,,,,,,,,,,Transporte,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2019-11-06,Urna de Cristal,Bogotá D.C.,,No aplica,Español,,Nacional,
djvf-4yip,ReportexRubroxSector,Ministerio de Tecnologías de la Información y las Comunicaciones,r4qn-dwdd,published,private,not_ready,official,dataset,Estadísticas Nacionales,,https://www.datos.gov.co/d/djvf-4yip,https://www.datos.gov.co/resource/djvf-4yip.json,03/05/2019 05:23:01 PM,03/05/2019 05:24:53 PM,www.datos.gov.co,false,6,0,24,12,,Creative Commons Attribution | Share Alike 4.0 International,Dirección de Gobierno Digital,,,,,,,,,,,,No Aplica,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2019-04-25,Gobierno Digital - Datos y Soluciones Abiertas,Bogotá D.C.,,Trimestral,Español,,Nacional,
a5i8-r7p4,"MiPyme - Empresario, Competencias y capacidades Formados y Certificados",Ministerio TIC Oficina TI Gestión de Informacion,cw5t-ib5h,published,private,not_ready,official,dataset,"Ciencia, Tecnología e Innovación","capacitacion,negocio,empresarios,internet,pymes",https://www.datos.gov.co/d/a5i8-r7p4,https://www.datos.gov.co/resource/a5i8-r7p4.json,07/12/2019 05:05:07 PM,04/17/2020 08:38:40 PM,www.datos.gov.co,false,707,302,215720,15,ocastillo@mintic.gov.co,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,,,,,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2019-07-10,Subdireccion de Comercio Electrónico,Bogotá D.C.,,Mensual,Español,,Nacional,
iima-hkjk,Propuestas_comentarios_campaña_#LeAportaValor,urnadecristal,e6y4-a8hd,published,public,approved,official,dataset,Participación ciudadana,,https://www.datos.gov.co/d/iima-hkjk,https://www.datos.gov.co/resource/iima-hkjk.json,11/06/2020 05:38:30 PM,11/06/2020 05:40:56 PM,www.datos.gov.co,false,60,9,148,6,info@urnadecristal.gov.co,Open Data Commons Attribution License,Urna de Cristal,https://www.datos.gov.co/d/iima-hkjk,,,,,,,,,,,Trabajo,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2020-11-06,Urna de Cristal,Bogotá D.C.,,No aplica,Español,,Nacional,
ukzj-49ju,Comentarios de la campaña Manual Gobierno Digital,urnadecristal,e6y4-a8hd,published,private,not_ready,official,dataset,Participación ciudadana,"gobierno abierto,participación,redes sociales,sinergia,urna de cristal,campaña,gobierno digital,interacción",https://www.datos.gov.co/d/ukzj-49ju,https://www.datos.gov.co/resource/ukzj-49ju.json,08/06/2018 08:19:20 PM,08/06/2018 08:19:22 PM,www.datos.gov.co,false,13,1,1,8,info@urnadecristal.gov.co,Open Data Commons Public Domain Dedication and License,Urna de Cristal,http://www.urnadecristal.gov.co,,,,,,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2018-08-06,Urna de Cristal,Bogotá D.C.,,No aplica,Español,,Nacional,
gndn-mzip,Convertic Juridica,Ministerio TIC Oficina TI Gestión de Informacion,cw5t-ib5h,published,private,not_ready,official,dataset,,,https://www.datos.gov.co/d/gndn-mzip,https://www.datos.gov.co/resource/gndn-mzip.json,07/15/2019 08:50:33 PM,08/27/2019 07:37:36 PM,www.datos.gov.co,false,42,7,18,15,,,,,,,,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2019-07-10,Dirección de Infraestructura,Bogotá D.C.,,Mensual,Español,,Nacional,
5d78-7cq2,Comentarios Campaña #SENARindeCuentas,urnadecristal,e6y4-a8hd,published,private,not_ready,official,dataset,Participación ciudadana,,https://www.datos.gov.co/d/5d78-7cq2,https://www.datos.gov.co/resource/5d78-7cq2.json,11/18/2019 09:03:29 PM,11/18/2019 09:07:37 PM,www.datos.gov.co,false,46,8,205,6,,Open Data Commons Public Domain Dedication and License,Urna de Cristal,,,,,,,,,,,,Educación,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2019-11-18,Urna de Cristal,Bogotá D.C.,,No aplica,Español,,Nacional,
ntxk-xuu3:25,Registro de Activos de Información MinTIC 2022,MinTIC,35sh-x879,unpublished,private,not_ready,official,dataset,"Ciencia, Tecnología e Innovación",,https://www.datos.gov.co/d/ntxk-xuu3/revisions/25,,10/18/2022 06:53:42 PM,10/18/2022 06:20:06 PM,www.datos.gov.co,false,,,1019,11,datosabiertos@mintic.gov.co,Creative Commons Attribution 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,https://www.mintic.gov.co/portal/604/w3-propertyvalue-7698.html,Registro de Activos de Información MinTIC 2022,ntxk-xuu3,,,,,,,,,"Ciencia, Tecnología e innovación",,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,31/12/2019,Ministerio de Tecnologías de la Información y las Comunicaciones,Bogotá D.C.,,Anual,Español,,Nacional,
cm2y-ryqv,"Impulso en el desarrollo de Territorios y Ciudades Inteligentes, Fusagasugá 2019-2020.",oeduarte,gmwx-5xcj,unpublished,private,not_ready,official,chart,"Ciencia, Tecnología e Innovación",,https://www.datos.gov.co/d/cm2y-ryqv,https://www.datos.gov.co/resource/cm2y-ryqv.json,09/20/2021 03:55:00 PM,05/24/2022 10:03:16 PM,www.datos.gov.co,true,0,0,,,,,,https://www.datos.gov.co/d/rtai-k9uh,"Impulso en el desarrollo de Territorios y Ciudades Inteligentes, Fusagasugá 2019-2020.",vsry-d42y,45ev-seft,,,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,https://estrategia.gobiernoenlinea.gov.co/623/w3-propertyvalue-7650.html,Bogotá D.C.,,Nacional,,,,,,2020-09-22,Dirección de Gobierno Digital,Bogotá D.C.,,Anual,Español,,Municipal,https://estrategia.gobiernoenlinea.gov.co/623/w3-propertyvalue-14714.html
ir4d-mzgr,Publicaciones_E_Interacciones_Campaña_#EvoluciónTransparente,urnadecristal,e6y4-a8hd,published,private,not_ready,official,dataset,Participación ciudadana,,https://www.datos.gov.co/d/ir4d-mzgr,https://www.datos.gov.co/resource/ir4d-mzgr.json,01/17/2020 03:35:23 PM,01/17/2020 03:39:16 PM,www.datos.gov.co,false,28,10,30,8,,Creative Commons 1.0 Universal (Public Domain Dedication),Urna de Cristal,,,,,,,,,,,,No Aplica,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2020-01-03,Urna de Cristal,Bogotá D.C.,,No aplica,Español,,Nacional,
wqgp-63ez,Publicaciones_Interacciones_Activados,urnadecristal,e6y4-a8hd,published,private,not_ready,official,dataset,Participación ciudadana,,https://www.datos.gov.co/d/wqgp-63ez,https://www.datos.gov.co/resource/wqgp-63ez.json,03/03/2020 08:34:58 PM,03/03/2020 08:42:29 PM,www.datos.gov.co,false,20,11,80,5,,Open Data Commons Attribution License,Urna de Cristal,,,,,,,,,,,,No Aplica,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2020-03-03,Urna de Cristal,Bogotá D.C.,,No aplica,Español,,Nacional,
pjds-qqab,"Graduados doctorado TIC, entidad territorial",OCyT,mfya-k3m2,published,private,not_ready,official,href,"Ciencia, Tecnología e Innovación",graduados doctorado tic,https://www.datos.gov.co/d/pjds-qqab,,07/14/2016 10:46:16 PM,07/14/2016 10:46:16 PM,www.datos.gov.co,false,15,1,,,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,,,,,,2016-03-31 15:17:16.567,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2016-03-31,MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Bogotá D.C.,,Anual,Español,,Nacional,
rj6y-ra29,"Matriculados profesional TIC, por territorios",OCyT,mfya-k3m2,published,private,not_ready,official,href,"Ciencia, Tecnología e Innovación",matriculados formación profesional tic,https://www.datos.gov.co/d/rj6y-ra29,,07/14/2016 10:41:00 PM,07/14/2016 10:41:00 PM,www.datos.gov.co,false,22,1,,,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,,,,,,2016-03-29,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2016-03-29,MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Bogotá D.C.,,Anual,Español,,Nacional,
ag5m-3n35,"Programas tecnológico TIC, OCDE",OCyT,mfya-k3m2,published,private,not_ready,official,href,"Ciencia, Tecnología e Innovación",programas formación tecnológica tic,https://www.datos.gov.co/d/ag5m-3n35,,07/14/2016 10:45:17 PM,07/14/2016 10:45:17 PM,www.datos.gov.co,false,17,1,,,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,,,,,,2016-03-31 11:22:47.903,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2016-03-31,MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Bogotá D.C.,,Anual,Español,,Nacional,
urqt-g9y7,Datos Violencia Armada 2015,Ministerio de Tecnologías de la Información y las Comunicaciones,r4qn-dwdd,published,private,not_ready,official,href,Seguridad y Defensa,violencia  desplazamiento  acciones_armadas,https://www.datos.gov.co/d/urqt-g9y7,,07/14/2016 04:15:59 PM,07/14/2016 04:15:59 PM,www.datos.gov.co,false,340,1,,,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,,,,,,,,,,,,Defensa,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2015-06-18,Ministerio de Tecnologías de la Información y las Comunicaciones,Bogotá D.C.,,Diaria,Español,,Nacional,
cvb2-jnn3,"Procedencia fuentes de información, manufactura TI",OCyT,mfya-k3m2,published,private,not_ready,official,href,"Ciencia, Tecnología e Innovación",fuentes de información para innovaciones,https://www.datos.gov.co/d/cvb2-jnn3,,07/14/2016 10:51:41 PM,07/14/2016 10:51:41 PM,www.datos.gov.co,false,39,1,,,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,,,,,,2016-04-05 11:48:43.57,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2016-04-05,MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Bogotá D.C.,,Anual,Español,,Nacional,
5abm-uvtc:1,Campaña #HoyYMañanaBEPS,urnadecristal,e6y4-a8hd,unpublished,private,not_ready,official,dataset,Participación ciudadana,,https://www.datos.gov.co/d/5abm-uvtc/revisions/1,,07/18/2019 09:47:13 PM,07/18/2019 09:45:09 PM,www.datos.gov.co,false,,,23,9,,Open Data Commons Public Domain Dedication and License,,,Campaña #HoyYMañanaBEPS,5abm-uvtc,,,,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2019-07-18,Urna de Cristal,Bogotá D.C.,,No aplica,Español,,Nacional,
5hv6-v7by,Distribución evaluación de trámites,acaceres,7iyx-eynd,published,public,approved,official,chart,"Ciencia, Tecnología e Innovación",,https://www.datos.gov.co/d/5hv6-v7by,https://www.datos.gov.co/resource/5hv6-v7by.json,10/21/2021 03:29:24 PM,10/15/2021 08:21:02 PM,www.datos.gov.co,true,61,1,,,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,https://www.datos.gov.co/d/g99m-jkye,,,g99m-jkye,,,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2021-10-15,Dirección de Gobierno Digital,Bogotá D.C.,,Mensual,Español,,Nacional,
kn5u-k9yw,índices de la Política de Gobierno Digital en Fusagasugá,oeduarte,gmwx-5xcj,published,public,approved,official,filter,"Ciencia, Tecnología e Innovación","gobierno abierto,índice de gobierno digital,tecnología,gobierno digital,furag",https://www.datos.gov.co/d/kn5u-k9yw,https://www.datos.gov.co/resource/kn5u-k9yw.json,09/17/2021 08:33:09 PM,05/24/2022 10:03:16 PM,www.datos.gov.co,true,66,6,32,,,,,https://www.datos.gov.co/d/rtai-k9uh,,,rtai-k9uh,,,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,https://estrategia.gobiernoenlinea.gov.co/623/w3-propertyvalue-7650.html,Bogotá D.C.,,Nacional,,,,,,2020-09-22,Dirección de Gobierno Digital,Bogotá D.C.,,Anual,Español,,Municipal,https://estrategia.gobiernoenlinea.gov.co/623/w3-propertyvalue-14714.html
aigy-gg7y,Visualización Reporte x Sectores Ahorro,Ministerio de Tecnologías de la Información y las Comunicaciones,r4qn-dwdd,unpublished,private,not_ready,official,chart,Economía y Finanzas,,https://www.datos.gov.co/d/aigy-gg7y,https://www.datos.gov.co/resource/aigy-gg7y.json,03/05/2019 05:15:52 PM,03/05/2019 05:12:20 PM,www.datos.gov.co,true,1,0,,,,Creative Commons Attribution | Share Alike 4.0 International,Dirección de Gobierno Digital,,,,47mk-ay29,,,,,,,,No Aplica,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2019-04-25,Gobierno Digital - Datos y Soluciones Abiertas,Bogotá D.C.,,Trimestral,Español,,Nacional,
8k4s-pfxm,Comentarios de la campaña Día De La Mujer,Ministerio de Tecnologías de la Información y las Comunicaciones,m8y6-2tp3,published,private,not_ready,official,dataset,Participación ciudadana,#porlascolombianas,https://www.datos.gov.co/d/8k4s-pfxm,https://www.datos.gov.co/resource/8k4s-pfxm.json,02/02/2018 04:45:54 PM,02/02/2018 04:45:56 PM,www.datos.gov.co,false,2,0,36,6,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de las Tecnologías de la Información y las Comunicaciones,,,,,,,,,,,,No Aplica,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2017 03 09,Urna de Cristal ,Bogotá D.C.,,No aplica,Español,,Nacional,
g5cv-f7jc,"Titulos de propiedad intelectual TIC vigente, sect",OCyT,mfya-k3m2,published,private,not_ready,official,href,"Ciencia, Tecnología e Innovación",registros de propiedad intelectual tic,https://www.datos.gov.co/d/g5cv-f7jc,,07/14/2016 10:53:31 PM,07/14/2016 10:53:31 PM,www.datos.gov.co,false,40,0,,,,Creative Commons Attribution | Share Alike 4.0 International,Ministerio de Tecnologías de la Información y las Comunicaciones,,,,,,2016-04-07 13:21:39.843,,,,,,Tecnologías de la Información y las Comunicaciones,,Ministerio de Tecnologías de La Información y Las Comunicaciones,,,,,,Bogotá D.C.,,Nacional,,,,,,2016-04-07,MINISTERIO DE TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,Bogotá D.C.,,Anual,Español,,Nacional,
